Years,Month,Max Temperature,Min Temperature,Precipitation,Wind,Relative Humidity,Solar
1991,???,16.11587097,6.779741935,4.23699074,2.902283797,0.596593261,20.79803896
1991,???,21.57176667,10.8594,3.315067334,3.08907954,0.509964627,27.2311598
1991,???,24.78029032,13.81332258,0.9542987,3.268611909,0.405324522,27.35834982
1991,???,24.52441935,13.12641935,0.306941731,3.463909799,0.308755111,24.62268561
1991,???,19.74523333,9.738666667,2.765522658,3.129406806,0.380590568,19.06693325
1991,???,11.41758065,3.535774194,1.546059848,2.70634113,0.602778667,13.45493644
1991,???,6.181,0.390966667,1.555423727,2.270883301,0.624162782,8.734437855
1991,???,1.407774194,-3.542645161,3.446323889,2.494491176,0.705500861,5.946538546
1992,???,-0.168225806,-5.833225806,1.789223871,2.5338703,0.757422666,7.738781667
1992,???,1.836965517,-4.344724138,2.657436728,2.811726177,0.642572639,10.67494814
1992,???,1.567225806,-4.444903226,4.7749277,2.612541125,0.822384949,11.89004212
1992,???,11.1455,3.928733333,5.666141444,2.570885965,0.767826729,14.78665597
1992,???,12.65709677,4.973612903,9.202932339,2.461955905,0.769516938,19.86512486
1992,???,19.47826667,10.07356667,4.252939154,2.948416854,0.588627029,24.9156244
1992,???,24.43187097,13.49509677,1.501428174,3.156443439,0.428944528,27.24563789
1992,???,22.30267742,11.96122581,0.827325069,3.128450573,0.43638363,23.11517403
1992,???,17.99803333,8.1203,0.876789324,2.997488159,0.448838086,19.19686549
1992,???,12.42493548,4.012,0.399666504,2.851202789,0.508498875,14.01566596
1992,???,8.612766667,1.512366667,2.893523993,2.978676102,0.58420676,8.994242658
1992,???,2.852774194,-3.013290323,1.970063003,2.468459619,0.704332732,6.368575401
1993,???,-2.442580645,-9.55583871,1.403913405,2.729034187,0.800955277,9.001923435
1993,???,1.281714286,-4.608714286,3.622453338,2.492147083,0.802451961,10.28172201
1993,???,3.072064516,-3.213612903,4.416238091,2.738322434,0.790736436,12.36664257
1993,???,12.45376667,3.929766667,2.950458512,2.861237456,0.641263433,18.82108777
1993,???,13.70587097,6.27416129,9.578484121,2.633795048,0.737384675,18.09612597
1993,???,20.69813333,10.5942,5.789451616,3.002580766,0.591189332,26.81431628
1993,???,23.56519355,12.82345161,1.582108893,3.185159807,0.444935468,28.02517326
1993,???,21.77193548,11.37335484,1.711796447,3.19524572,0.444749997,23.41505842
1993,???,20.17846667,9.584533333,0.787811307,3.316752188,0.375828865,20.37375874
1993,???,9.313806452,2.210064516,2.048418632,2.654323726,0.630101882,12.34508727
1993,???,4.398966667,-0.8324,5.41980721,2.304499162,0.759805178,6.802827445
1993,???,1.054354839,-4.333096774,2.200311369,2.268201838,0.776014464,7.267380015
1994,???,-1.301193548,-7.80883871,0.983619868,2.653642751,0.765753499,9.177922306
1994,???,-1.962214286,-8.949928571,2.725430748,2.602602172,0.839785157,10.89634783
1994,???,6.063709677,-0.671903226,4.086316792,2.731342614,0.792055224,14.42445474
1994,???,8.583066667,0.433366667,4.745349949,3.05666133,0.65814516,17.36044631
1994,???,16.57974194,6.605064516,4.135738412,3.081401536,0.639282569,23.4230332
1994,???,21.49173333,10.60276667,4.05275382,3.132430946,0.539085122,24.92386152
1994,???,25.59048387,14.71793548,0.792134096,3.247122604,0.382564137,28.14556196
1994,???,25.23693548,14.49770968,0.510443364,3.300059936,0.370331638,24.47319684
1994,???,15.7868,6.543166667,1.553993035,2.989627798,0.458438538,18.7978236
1994,???,10.69309677,3.520612903,2.943023762,2.465931303,0.638506459,12.11893097
1994,???,7.1005,1.3162,4.309959385,3.264399346,0.771857153,8.435334261
1994,???,-0.132258065,-5.699774194,2.039420249,2.623504809,0.755026001,7.687364028
1995,???,-1.684032258,-9.496741935,1.254041767,2.87164862,0.84015014,9.245839805
1995,???,0.373964286,-6.070321429,1.918132225,2.513757286,0.776147379,11.50146906
1995,???,4.581903226,-1.972612903,4.13114221,2.531597624,0.740685858,14.24924126
1995,???,10.8579,2.7562,3.010769839,2.839590799,0.679329895,19.448052
1995,???,16.98541935,7.428935484,3.718628594,3.030768201,0.571596533,23.68596984
1995,???,21.74083333,9.4839,2.424173719,3.437465588,0.507167988,26.23695003
1995,???,24.70687097,11.84067742,3.214221692,3.563484791,0.493467873,27.96115239
1995,???,25.05787097,11.3246129,0.045739471,3.664284965,0.382397552,26.3792409
1995,???,19.2856,7.709266667,0.362491725,3.332414558,0.428808468,20.0551149
1995,???,8.020645161,0.040096774,2.153187276,3.335661454,0.838626363,12.12178005
1995,???,5.676466667,-1.785566667,0.862684441,3.339136785,0.807447292,10.51777276
1995,???,-1.768806452,-10.83983871,1.548939252,2.734948708,0.901889667,7.85988367
1996,???,-3.711709677,-12.011,1.325890538,2.731768347,0.855692852,9.071749794
